@relation newData

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute label {buggy,clean}

@data
67,1,5,1,0,0,?
20,0,0,0,0,0,?
162,10,6,18,0,4,?
67,1,5,1,0,0,?
58,5,3,1,0,0,?
20,0,0,0,0,0,?
104,5,6,27,0,0,?
38,0,1,0,0,0,?
184,11,22,0,0,0,?
20,0,0,0,0,0,?
68,5,2,7,0,2,?
98,5,9,5,0,0,?
20,0,0,0,0,0,?
45,1,2,0,0,0,?
76,0,0,0,0,0,?
103,2,5,9,0,3,?
20,0,0,0,0,0,?
43,0,0,0,0,0,?
87,2,3,4,0,1,?
77,2,4,9,0,1,?
57,1,2,5,0,1,?
85,3,4,13,0,2,?
82,0,3,0,0,0,?
60,1,3,3,0,1,?
85,2,3,4,0,1,?
20,0,0,0,0,0,?
83,4,2,6,0,0,?
20,0,0,0,0,0,?
97,1,3,1,0,0,?
247,15,15,43,1,5,?
96,4,4,6,0,0,?
155,9,14,3,0,2,?
73,0,2,2,0,0,?
78,1,2,1,0,0,?
20,0,0,0,0,0,?
75,0,0,0,0,0,?
166,15,11,49,0,6,?
86,3,3,10,0,2,?
35,0,0,0,0,0,?
70,3,6,0,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
125,8,6,32,0,4,?
114,6,10,0,0,0,?
162,5,4,6,0,1,?
69,1,3,3,0,0,?
53,1,3,4,0,0,?
71,4,5,0,0,0,?
20,0,0,0,0,0,?
40,0,1,0,0,0,?
369,20,22,74,0,12,?
190,12,18,0,0,0,?
20,0,0,0,0,0,?
158,5,4,23,0,3,?
101,7,6,34,0,3,?
125,4,5,17,0,2,?
62,2,1,5,0,1,?
213,17,11,55,0,12,?
109,10,5,12,0,6,?
60,1,3,1,0,1,?
105,5,4,9,0,2,?
537,30,57,36,0,14,?
43,0,1,0,0,0,?
80,3,2,2,0,1,?
70,3,4,7,0,1,?
50,1,1,2,0,1,?
42,0,1,0,0,0,?
90,4,7,0,0,0,?
97,4,3,9,0,1,?
75,3,3,8,0,1,?
91,3,3,0,0,3,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
133,12,6,29,0,2,?
285,14,20,71,0,7,?
127,7,12,0,0,0,?
20,0,0,0,0,0,?
37,0,1,0,0,0,?
54,0,0,0,0,0,?
117,6,5,19,0,0,?
37,0,1,0,0,0,?
116,9,6,36,0,7,?
175,11,20,2,0,0,?
72,1,2,9,0,0,?
20,0,0,0,0,0,?
57,0,0,0,0,0,?
41,0,1,0,0,0,?
106,6,5,13,0,0,?
144,11,7,32,0,5,?
97,6,4,40,0,3,?
133,10,8,36,0,1,?
38,0,0,0,0,0,?
48,0,4,0,0,0,?
237,17,28,5,0,0,?
63,0,2,3,0,0,?
22,0,0,0,0,0,?
113,6,5,18,0,5,?
108,7,4,9,0,0,?
119,6,4,36,0,0,?
72,2,2,21,0,3,?
148,8,18,5,0,0,?
376,22,43,4,0,2,?
111,3,4,8,0,1,?
20,0,0,0,0,0,?
116,9,5,16,0,3,?
20,0,0,0,0,0,?
95,4,5,14,0,3,?
179,13,6,20,0,5,?
96,6,4,16,0,3,?
61,1,3,1,0,1,?
20,0,0,0,0,0,?
44,1,2,0,0,0,?
68,4,5,8,0,0,?
64,3,2,4,0,2,?
48,0,1,1,0,0,?
20,0,0,0,0,0,?
149,10,9,49,0,0,?
101,8,3,12,0,0,?
142,8,8,24,0,4,?
1194,91,146,160,0,4,?
95,5,5,8,0,2,?
20,0,0,0,0,0,?
230,21,11,71,0,11,?
158,9,17,0,0,0,?
20,0,0,0,0,0,?
74,3,3,13,0,0,?
128,8,13,5,0,2,?
20,0,0,0,0,0,?
68,3,4,7,0,3,?
211,14,10,50,0,4,?
41,0,0,0,0,0,?
259,17,34,1,0,0,?
51,2,2,7,0,0,?
20,0,0,0,0,0,?
178,6,13,34,0,13,?
219,21,13,131,1,8,?
20,0,0,0,0,0,?
139,9,15,0,0,0,?
72,0,1,0,0,0,?
73,3,3,8,0,0,?
76,3,4,22,0,3,?
59,1,2,1,0,0,?
20,0,0,0,0,0,?
256,18,13,72,0,10,?
115,6,11,0,0,0,?
20,0,0,0,0,0,?
75,3,3,3,0,1,?
145,13,11,38,0,9,?
38,0,1,0,0,0,?
176,11,20,2,0,1,?
101,4,5,12,0,2,?
20,0,0,0,0,0,?
159,15,14,51,0,6,?
101,7,5,14,0,2,?
67,3,3,2,0,2,?
69,4,5,0,0,0,?
52,2,2,11,0,0,?
85,4,5,2,0,0,?
49,2,2,4,0,0,?
48,2,1,5,0,1,?
20,0,0,0,0,0,?
85,6,2,15,0,2,?
208,15,15,31,0,11,?
37,0,1,0,0,0,?
61,3,3,10,0,2,?
83,2,1,10,0,1,?
261,15,14,49,0,10,?
180,10,15,28,0,7,?
37,0,1,0,0,0,?
55,2,4,1,0,0,?
251,14,18,42,0,3,?
145,7,14,1,0,1,?
20,0,0,0,0,0,?
22,0,0,0,0,0,?
37,0,0,0,0,0,?
20,0,0,0,0,0,?
191,15,9,38,0,7,?
42,0,0,0,0,0,?
77,2,5,12,0,4,?
178,12,20,1,0,0,?
45,0,1,0,0,0,?
20,0,0,0,0,0,?
47,0,1,3,0,1,?
53,2,3,0,0,0,?
66,3,2,18,0,1,?
288,17,36,7,0,1,?
153,15,9,65,0,6,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
108,2,5,2,0,0,?
44,0,0,0,0,0,?
60,2,2,2,0,0,?
69,0,3,7,0,0,?
20,0,0,0,0,0,?
56,4,1,14,0,2,?
66,3,5,0,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
46,0,0,0,0,0,?
60,1,3,5,0,0,?
50,1,2,8,0,0,?
44,0,0,0,0,0,?
60,1,3,5,0,0,?
46,0,1,6,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
43,0,2,0,0,0,?
55,0,0,0,0,0,?
92,7,3,20,0,2,?
148,4,10,17,0,0,?
41,0,1,0,0,0,?
160,11,13,4,0,1,?
42,1,2,0,0,0,?
20,0,0,0,0,0,?
87,1,6,3,0,0,?
37,0,1,0,0,0,?
53,0,1,0,0,0,?
81,3,2,16,0,1,?
45,0,1,0,0,0,?
50,0,0,0,0,0,?
162,4,11,19,0,0,?
95,6,2,19,0,2,?
45,0,0,0,0,0,?
64,1,2,1,0,0,?
20,0,0,0,0,0,?
64,2,2,10,0,1,?
92,4,9,2,0,0,?
72,6,2,20,0,1,?
67,1,1,7,0,1,?
57,2,4,0,0,0,?
78,1,2,7,0,1,?
53,1,3,3,0,0,?
90,7,8,0,0,0,?
63,1,1,5,0,1,?
63,1,1,5,0,1,?
43,1,2,0,0,0,?
47,1,2,2,0,0,?
48,2,1,14,0,0,?
35,0,0,0,0,0,?
34,0,0,0,0,0,?
20,0,0,0,0,0,?
32,0,1,0,0,0,?
64,1,1,7,0,1,?
69,1,1,9,0,1,?
72,4,6,0,0,0,?
35,0,1,0,0,0,?
292,12,12,16,1,3,?
135,6,12,5,0,1,?
62,3,2,15,0,1,?
40,1,2,0,0,0,?
101,6,6,21,0,0,?
54,0,0,0,0,0,?
147,4,11,10,0,0,?
20,0,0,0,0,0,?
68,2,3,9,0,1,?
56,2,4,0,0,0,?
94,0,0,0,0,0,?
20,0,0,0,0,0,?
86,6,3,17,0,0,?
124,7,13,1,0,0,?
63,1,2,7,0,0,?
66,3,5,0,0,0,?
178,9,18,26,0,1,?
130,9,13,7,0,1,?
20,0,0,0,0,0,?
108,8,9,10,0,2,?
43,0,1,0,0,0,?
177,7,9,22,0,4,?
82,3,4,11,0,4,?
20,0,0,0,0,0,?
356,25,19,86,0,5,?
323,24,40,2,0,0,?
49,2,1,5,0,1,?
142,6,8,17,0,3,?
138,6,8,18,0,3,?
64,2,2,3,0,1,?
49,0,0,0,0,0,?
61,2,4,0,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
39,0,1,0,0,0,?
103,1,3,3,0,0,?
52,2,2,5,0,0,?
76,2,5,3,0,2,?
20,0,0,0,0,0,?
94,6,5,11,0,5,?
73,4,2,5,0,0,?
155,5,13,15,0,8,?
20,0,0,0,0,0,?
76,5,2,8,0,2,?
41,0,0,0,0,0,?
109,0,4,0,0,0,?
202,14,13,80,0,11,?
81,7,5,15,0,1,?
20,0,0,0,0,0,?
288,50,18,158,0,13,?
133,14,8,56,0,1,?
117,5,9,0,0,0,?
20,0,0,0,0,0,?
115,7,5,24,0,6,?
72,8,2,20,0,3,?
20,0,0,0,0,0,?
271,17,18,74,0,7,?
218,20,9,59,0,3,?
102,6,3,11,0,0,?
20,0,0,0,0,0,?
54,1,1,1,0,0,?
82,1,4,1,0,0,?
20,0,0,0,0,0,?
83,2,3,5,0,0,?
49,3,2,6,0,0,?
65,1,2,2,0,0,?
20,0,0,0,0,0,?
104,2,4,5,0,3,?
109,2,6,2,0,0,?
57,2,3,12,0,0,?
76,7,3,27,0,5,?
36,0,1,0,0,0,?
277,17,16,53,0,8,?
56,2,4,0,0,0,?
53,0,2,0,0,0,?
500,38,56,48,1,3,?
1114,80,147,13,0,1,?
256,18,10,72,0,10,?
89,3,4,19,0,6,?
36,0,1,0,0,0,?
67,1,4,2,0,0,?
121,7,7,10,0,4,?
130,7,7,16,0,2,?
172,11,10,26,0,3,?
319,22,18,66,0,6,?
45,0,1,0,0,0,?
20,0,0,0,0,0,?
94,3,6,11,0,1,?
58,3,2,7,0,2,?
80,2,3,3,0,0,?
148,8,13,15,0,0,?
20,0,0,0,0,0,?
119,2,5,6,0,3,?
97,0,3,0,0,0,?
68,2,3,29,0,0,?
77,4,5,16,0,3,?
675,50,47,168,0,24,?
428,29,50,13,0,5,?
65,0,3,0,0,0,?
98,4,5,19,0,4,?
20,0,0,0,0,0,?
64,3,2,5,0,1,?
35,0,1,1,0,0,?
20,0,0,0,0,0,?
161,10,9,26,0,0,?
87,4,7,5,0,0,?
20,0,0,0,0,0,?
45,1,2,3,0,0,?
61,0,1,0,0,0,?
59,1,3,3,0,0,?
20,0,0,0,0,0,?
47,1,2,3,0,0,?
59,2,3,2,0,0,?
82,3,2,6,0,0,?
96,0,3,0,0,0,?
39,0,0,0,0,0,?
176,17,10,55,0,0,?
963,135,59,540,0,2,?
260,9,33,145,0,0,?
156,11,13,48,0,0,?
79,2,3,12,0,1,?
126,9,5,27,0,1,?
336,21,27,140,1,0,?
98,0,13,49,0,0,?
88,6,3,20,0,0,?
68,3,2,5,0,1,?
301,35,16,91,0,4,?
49,1,1,4,0,0,?
29,0,0,0,0,0,?
413,31,29,159,0,1,?
107,3,2,48,0,0,?
57,3,3,14,0,0,?
194,20,14,82,0,0,?
165,9,12,19,0,2,?
1074,108,72,535,0,1,?
100,5,6,41,0,0,?
93,7,4,32,0,0,?
77,8,2,21,0,0,?
109,7,10,34,0,0,?
138,10,8,71,0,0,?
56,3,1,15,0,0,?
117,2,8,19,0,1,?
121,2,8,19,0,1,?
354,10,31,52,0,0,?
137,5,9,35,0,0,?
77,4,5,14,0,0,?
115,9,8,32,0,0,?
157,12,13,47,0,0,?
187,14,16,51,0,1,?
659,10,55,188,0,0,?
71,1,3,6,0,0,?
84,1,5,16,0,0,?
91,5,6,15,0,0,?
429,3,47,131,0,1,?
94,1,6,23,0,0,?
235,6,19,84,0,2,?
134,6,9,22,0,1,?
114,17,6,44,0,0,?
368,35,23,180,0,0,?
202,26,25,132,0,0,?
38,0,1,0,0,0,?
38,0,1,0,0,0,?
116,5,8,24,0,0,?
101,2,4,12,0,1,?
84,7,5,31,0,0,?
86,6,7,21,0,0,?
114,2,9,17,0,1,?
39,0,1,0,0,0,?
46,0,2,0,0,0,?
83,0,4,8,0,0,?
88,2,6,15,0,1,?
30,0,1,0,0,0,?
30,0,1,0,0,0,?
60,1,1,3,0,0,?
62,1,1,3,0,0,?
294,20,29,116,0,1,?
95,3,5,21,0,1,?
88,4,4,26,0,0,?
217,14,17,137,0,0,?
58,0,4,4,0,0,?
133,7,7,14,0,1,?
67,4,4,12,0,0,?
133,5,9,37,0,1,?
24,0,0,0,0,0,?
25,0,0,0,0,0,?
27,0,0,0,0,0,?
25,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
26,0,0,0,0,0,?
24,0,0,0,0,0,?
25,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
106,8,5,34,0,1,?
168,7,10,37,0,2,?
118,5,7,22,0,2,?
152,7,7,40,0,0,?
146,7,7,40,0,0,?
85,5,10,0,0,0,?
23,0,0,0,0,0,?
23,0,0,0,0,0,?
131,12,11,53,0,0,?
33,2,0,0,0,0,?
23,0,0,0,0,0,?
29,0,2,0,0,0,?
192,9,14,59,0,2,?
101,2,3,14,0,0,?
167,6,11,32,0,2,?
130,2,8,30,0,2,?
117,2,7,26,0,2,?
69,6,7,3,0,0,?
32,0,3,0,0,0,?
93,3,4,21,0,1,?
113,4,6,28,0,1,?
112,3,6,28,0,2,?
120,4,6,25,0,0,?
26,0,0,0,0,0,?
63,5,7,3,0,0,?
28,0,0,0,0,0,?
138,6,5,46,0,0,?
76,6,7,3,0,0,?
33,0,3,0,0,0,?
140,7,6,48,0,0,?
78,1,2,14,0,0,?
100,1,5,18,0,1,?
36,2,0,0,0,0,?
25,0,0,0,0,0,?
77,6,7,3,0,0,?
32,0,3,0,0,0,?
27,0,1,0,0,0,?
55,3,4,1,0,0,?
23,0,0,0,0,0,?
173,2,7,42,0,0,?
246,29,16,77,0,0,?
102,2,3,14,0,0,?
58,4,2,10,0,0,?
137,9,6,34,0,0,?
132,9,6,34,0,0,?
73,6,7,3,0,0,?
28,0,1,0,0,0,?
52,3,4,1,0,0,?
23,0,0,0,0,0,?
21,0,0,0,0,0,?
143,2,7,31,0,1,?
253,15,15,97,0,0,?
192,29,16,74,0,3,?
121,2,6,24,0,0,?
69,6,7,3,0,0,?
32,0,3,0,0,0,?
238,19,14,137,0,1,?
278,32,16,176,0,0,?
48,3,1,6,0,0,?
107,2,5,20,0,0,?
208,9,9,90,0,1,?
51,2,4,0,0,0,?
30,0,1,0,0,0,?
117,1,6,20,0,0,?
123,10,5,58,0,0,?
393,22,30,131,0,1,?
104,8,4,21,0,0,?
192,9,14,67,0,1,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
44,1,4,0,0,0,?
196,17,13,56,1,0,?
118,13,6,36,0,0,?
515,53,41,272,0,0,?
160,7,4,159,0,0,?
135,22,9,74,0,0,?
236,22,19,105,0,1,?
87,8,5,19,0,0,?
83,3,6,34,0,0,?
206,22,18,95,0,1,?
83,3,6,34,0,0,?
297,49,22,115,0,0,?
131,5,8,69,0,1,?
55,1,3,12,0,0,?
145,6,6,46,0,3,?
55,1,1,3,0,0,?
134,8,10,39,0,1,?
160,18,9,61,0,0,?
49,3,1,9,0,0,?
128,6,8,41,0,0,?
89,10,4,20,0,0,?
372,18,32,129,0,0,?
55,1,2,6,0,1,?
181,18,10,59,0,2,?
345,30,17,91,0,1,?
156,5,6,26,0,1,?
148,15,9,58,0,0,?
180,21,13,91,0,0,?
253,23,14,119,0,0,?
641,80,50,304,0,0,?
330,24,28,124,0,1,?
94,6,4,21,0,0,?
339,30,22,161,0,0,?
108,14,6,45,0,0,?
191,15,10,85,0,1,?
126,12,4,33,0,2,?
150,13,12,94,0,0,?
136,2,8,58,0,0,?
88,7,5,22,0,2,?
115,13,7,47,0,0,?
86,4,4,22,0,0,?
281,20,22,134,0,0,?
182,12,10,62,0,2,?
43,0,2,0,0,0,?
45,0,2,0,0,0,?
49,0,2,5,0,0,?
139,6,7,68,0,1,?
125,11,9,34,0,0,?
103,3,4,6,0,0,?
104,3,4,6,0,0,?
103,3,4,6,0,0,?
82,1,2,5,0,0,?
131,4,9,9,0,0,?
104,3,4,6,0,0,?
104,3,4,6,0,0,?
101,3,4,6,0,0,?
102,3,4,6,0,0,?
142,4,11,9,0,0,?
117,5,5,18,0,0,?
101,3,4,6,0,0,?
281,23,12,204,0,0,?
93,4,7,46,0,0,?
567,68,33,323,0,2,?
100,14,6,44,0,0,?
608,63,47,333,0,1,?
81,7,7,43,0,0,?
136,11,10,48,0,1,?
179,11,11,51,0,2,?
44,0,2,3,0,1,?
97,2,9,8,0,1,?
309,15,18,92,0,0,?
93,6,5,29,0,0,?
125,15,8,45,0,1,?
106,4,12,28,0,0,?
61,4,3,9,0,0,?
50,2,1,5,0,0,?
155,12,9,35,0,1,?
656,49,22,414,0,0,?
201,23,11,82,0,0,?
142,19,8,60,0,0,?
342,39,24,213,0,0,?
204,13,11,71,0,0,?
295,34,21,165,0,1,?
217,14,18,112,0,4,?
123,8,9,48,0,0,?
162,22,12,81,0,0,?
181,21,8,143,0,0,?
164,14,10,80,0,0,?
216,33,19,115,0,0,?
116,6,6,34,0,0,?
147,9,8,27,0,0,?
133,2,7,65,0,2,?
82,1,4,18,0,0,?
385,32,29,140,0,0,?
185,19,9,49,0,0,?
106,4,12,28,0,0,?
69,4,1,9,0,0,?
104,13,4,37,0,0,?
602,47,44,245,0,2,?
167,10,10,61,0,0,?
135,15,7,50,0,0,?
53,2,6,0,0,0,?
80,6,7,3,0,0,?
43,1,3,2,0,1,?
33,0,0,0,0,0,?
33,0,0,0,0,0,?
465,39,35,223,0,0,?
77,3,2,13,0,0,?
62,0,2,1,0,0,?
386,45,14,381,0,2,?
52,3,2,12,0,0,?
217,17,17,71,0,0,?
65,6,2,14,0,0,?
276,19,15,132,0,0,?
255,17,16,110,0,2,?
217,17,13,105,0,2,?
36,0,1,3,0,0,?
69,3,3,13,0,0,?
178,15,12,60,0,0,?
159,10,15,64,0,0,?
88,5,6,49,0,0,?
111,7,10,32,0,1,?
237,17,14,73,0,0,?
158,10,7,14,0,0,?
65,1,1,3,0,0,?
95,6,6,25,0,0,?
171,14,18,67,0,2,?
259,23,18,83,0,0,?
60,2,7,2,0,0,?
25,0,1,0,0,0,?
107,4,8,28,0,2,?
65,2,4,20,0,0,?
66,3,3,15,0,1,?
95,3,4,21,0,0,?
91,3,4,24,0,0,?
118,8,6,33,0,0,?
100,6,4,42,0,0,?
148,11,7,67,0,0,?
90,3,4,21,0,0,?
106,5,4,32,0,0,?
204,19,11,86,0,0,?
64,2,2,4,0,0,?
213,17,13,84,0,0,?
180,15,11,54,0,0,?
205,12,17,82,0,0,?
75,4,5,24,0,0,?
41,0,0,0,0,0,?
43,1,1,6,0,0,?
35,0,1,1,0,0,?
277,27,22,116,0,2,?
350,37,27,156,0,1,?
68,3,4,22,0,0,?
308,16,18,140,0,1,?
265,7,24,82,0,1,?
76,3,4,16,0,0,?
386,27,32,148,0,2,?
60,1,2,7,0,1,?
59,1,2,7,0,1,?
152,9,10,47,0,1,?
189,11,14,58,0,1,?
90,1,8,25,0,0,?
179,20,11,101,0,0,?
75,6,4,15,0,0,?
346,40,31,236,0,1,?
110,7,6,34,0,0,?
56,6,2,16,0,0,?
307,33,19,258,0,0,?
34,1,2,0,0,0,?
107,8,5,34,0,0,?
167,20,8,88,0,0,?
77,6,4,17,0,0,?
91,4,9,2,0,0,?
140,7,9,40,0,0,?
77,7,4,17,0,0,?
625,57,43,300,0,3,?
72,3,2,11,0,0,?
109,7,9,67,0,0,?
368,18,36,243,1,0,?
325,24,24,128,0,0,?
88,0,9,33,0,0,?
74,4,5,16,0,0,?
193,8,11,55,0,0,?
362,23,30,143,0,3,?
219,16,15,54,0,0,?
136,9,6,46,0,0,?
227,22,17,128,0,0,?
101,14,3,32,0,0,?
101,4,5,13,0,0,?
138,6,7,34,0,1,?
242,13,21,84,0,1,?
65,3,4,15,0,0,?
84,2,7,15,0,0,?
386,15,35,114,0,1,?
256,11,22,59,0,1,?
173,19,11,94,0,0,?
145,4,13,19,0,0,?
113,11,9,43,0,0,?
1235,123,95,629,0,4,?
75,3,5,30,0,0,?
237,22,17,130,0,1,?
164,16,11,49,0,0,?
68,4,4,12,0,0,?
130,10,10,53,0,0,?
55,1,3,12,0,0,?
281,19,24,52,0,2,?
111,4,8,11,0,1,?
86,6,5,57,0,0,?
209,25,16,55,0,4,?
169,13,6,113,0,7,?
60,4,1,23,0,0,?
20,0,0,0,0,0,?
87,8,4,12,0,2,?
86,8,4,11,1,1,?
21,0,0,0,0,0,?
87,11,6,20,1,1,?
76,2,7,1,0,0,?
339,34,24,104,1,6,?
51,0,3,0,0,0,?
20,0,0,0,0,0,?
221,17,17,36,0,8,?
75,1,5,9,0,1,?
81,0,7,0,0,0,?
117,2,6,8,0,1,?
37,0,1,0,0,0,?
304,18,21,71,0,14,?
125,4,8,31,0,7,?
115,7,6,28,1,9,?
20,0,0,0,0,0,?
41,0,2,4,0,0,?
112,7,5,23,0,2,?
20,0,0,0,0,0,?
65,4,2,5,0,1,?
20,0,0,0,0,0,?
49,2,3,0,0,0,?
51,3,4,0,0,0,?
274,25,12,124,0,14,?
263,26,17,70,0,11,?
254,47,19,68,4,10,?
20,0,0,0,0,0,?
430,28,39,51,0,24,?
72,3,6,0,0,0,?
165,10,8,50,0,13,?
72,5,6,2,0,1,?
35,0,2,0,0,0,?
155,16,9,69,1,5,?
41,0,1,0,0,0,?
94,7,5,20,0,1,?
69,2,3,7,0,0,?
161,17,13,44,0,6,?
20,0,0,0,0,0,?
85,3,4,11,0,3,?
28,1,0,0,0,0,?
32,1,1,0,0,0,?
32,1,1,1,0,0,?
61,1,5,3,0,0,?
73,4,6,10,0,0,?
182,15,13,37,1,6,?
40,0,2,0,0,0,?
100,4,10,11,0,1,?
20,0,0,0,0,0,?
144,7,12,29,0,7,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
161,8,11,22,0,5,?
278,23,11,51,0,14,?
44,0,2,0,0,0,?
81,3,5,18,0,3,?
46,1,2,2,0,0,?
144,16,6,45,0,4,?
103,6,8,28,1,6,?
39,0,2,0,0,0,?
82,3,7,15,0,0,?
20,0,0,0,0,0,?
51,1,2,2,0,1,?
66,3,4,5,0,1,?
233,16,18,61,0,7,?
41,0,2,1,0,0,?
34,1,1,0,0,0,?
60,2,3,5,0,1,?
104,5,7,2,0,0,?
20,0,0,0,0,0,?
130,14,8,26,0,4,?
194,6,9,36,0,12,?
53,0,3,3,0,0,?
54,0,3,8,0,0,?
52,0,3,5,0,0,?
55,0,3,4,0,0,?
20,0,0,0,0,0,?
59,0,3,4,0,0,?
68,0,3,6,0,0,?
105,2,5,13,0,2,?
65,0,3,6,0,0,?
59,0,3,8,0,0,?
52,0,3,4,0,0,?
58,0,3,5,0,0,?
76,1,4,10,0,1,?
56,0,3,6,0,0,?
56,0,3,5,0,0,?
95,0,5,0,0,0,?
55,0,3,0,0,0,?
70,4,4,5,0,2,?
199,12,15,24,0,6,?
48,0,3,0,0,0,?
75,5,6,11,0,3,?
80,5,5,16,0,0,?
20,0,0,0,0,0,?
55,1,2,5,0,0,?
82,5,3,4,0,2,?
270,6,18,28,0,6,?
264,18,17,78,0,7,?
251,19,19,45,0,12,?
134,8,8,28,0,8,?
346,46,28,84,0,13,?
92,6,3,20,0,1,?
51,2,2,1,0,1,?
73,6,3,11,0,3,?
115,7,8,27,0,1,?
36,0,1,0,0,0,?
70,2,6,15,0,0,?
44,1,1,3,0,0,?
56,4,2,5,0,1,?
20,0,0,0,0,0,?
32,0,1,0,0,0,?
99,4,7,4,0,3,?
38,0,1,0,0,0,?
55,3,2,13,0,1,?
99,7,6,16,0,4,?
120,8,5,10,0,4,?
330,22,16,80,1,11,?
80,1,7,0,0,0,?
37,0,0,0,0,0,?
318,33,27,117,0,6,?
126,10,8,19,0,1,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
131,11,8,35,0,5,?
112,8,7,26,0,5,?
58,1,3,8,0,2,?
30,0,0,0,0,0,?
64,2,1,10,0,0,?
20,0,0,0,0,0,?
102,6,5,28,0,3,?
60,1,5,8,0,4,?
34,0,4,0,0,0,?
20,0,0,0,0,0,?
178,10,8,46,0,8,?
46,0,0,0,0,0,?
38,0,0,0,0,0,?
75,5,4,13,0,2,?
22,0,0,0,0,0,?
37,0,2,1,0,0,?
35,0,1,1,0,0,?
163,10,15,35,0,1,?
42,2,1,4,0,0,?
235,21,15,62,1,5,?
39,0,2,1,0,0,?
150,19,10,65,0,0,?
53,3,2,10,0,0,?
200,11,19,96,0,0,?
100,10,6,48,0,0,?
215,19,19,73,0,4,?
403,60,29,299,0,1,?
101,6,5,93,0,0,?
159,23,12,77,0,1,?
262,13,27,142,0,0,?
64,4,4,18,0,0,?
137,7,13,37,0,0,?
134,13,8,90,0,0,?
49,2,2,4,0,0,?
46,1,1,11,0,0,?
95,9,7,66,0,0,?
94,2,6,48,0,0,?
68,2,4,20,0,0,?
51,2,3,16,0,0,?
180,10,13,89,0,2,?
69,4,5,15,0,0,?
126,9,7,41,0,5,?
256,32,21,126,0,1,?
44,1,2,7,0,0,?
79,9,3,22,0,0,?
112,5,4,41,0,0,?
140,11,8,61,0,0,?
113,6,6,26,0,0,?
247,24,17,55,0,2,?
49,1,3,9,0,0,?
88,2,4,23,0,0,?
64,1,4,14,0,0,?
67,4,4,14,0,0,?
152,17,16,62,0,0,?
38,1,2,3,0,0,?
150,15,14,104,0,0,?
62,4,1,14,0,3,?
192,10,9,35,0,5,?
219,15,24,9,0,2,?
75,4,4,10,0,0,?
88,6,4,15,0,2,?
208,10,17,29,0,4,?
77,2,4,9,0,3,?
20,0,0,0,0,0,?
145,15,7,15,0,0,?
132,10,14,0,0,0,?
44,1,2,3,0,0,?
68,2,3,1,0,0,?
88,4,4,9,0,3,?
98,5,5,7,0,2,?
72,2,4,13,0,2,?
40,0,1,0,0,0,?
20,0,0,0,0,0,?
54,2,3,3,0,1,?
70,6,2,8,0,2,?
143,8,7,37,0,5,?
21,0,0,0,0,0,?
131,8,7,17,0,3,?
90,3,7,6,0,3,?
37,0,1,0,0,0,?
84,7,5,13,0,3,?
315,29,18,73,0,10,?
34,0,1,0,0,0,?
173,15,11,44,0,13,?
20,0,0,0,0,0,?
166,15,8,40,0,8,?
32,0,1,0,0,0,?
102,8,5,8,0,2,?
59,2,4,11,0,0,?
162,11,10,20,1,5,?
317,18,19,47,0,3,?
20,0,0,0,0,0,?
75,4,3,4,0,1,?
20,0,0,0,0,0,?
170,19,7,43,0,0,?
118,14,5,17,0,1,?
60,2,2,5,0,0,?
20,0,0,0,0,0,?
234,24,15,44,0,5,?
43,2,1,0,0,0,?
81,3,3,8,0,2,?
81,3,5,5,0,2,?
42,0,1,0,0,0,?
38,0,1,0,0,0,?
48,3,2,5,0,0,?
59,1,3,2,0,0,?
20,0,0,0,0,0,?
55,2,2,6,0,1,?
108,4,7,20,0,0,?
75,5,3,14,0,1,?
64,2,3,10,0,1,?
196,13,15,54,0,9,?
113,4,5,3,0,0,?
44,2,1,0,0,0,?
201,8,17,32,0,2,?
69,1,6,2,0,0,?
20,0,0,0,0,0,?
228,16,14,46,0,15,?
289,19,20,45,0,12,?
40,0,0,0,0,0,?
94,2,4,19,0,3,?
58,2,1,0,0,0,?
84,4,6,14,0,3,?
58,2,2,10,0,2,?
20,0,0,0,0,0,?
95,6,6,17,0,5,?
663,34,46,128,0,20,?
44,2,1,0,0,0,?
61,5,3,10,0,0,?
33,0,1,0,0,0,?
41,0,0,0,0,0,?
69,0,6,6,0,0,?
101,9,6,28,1,6,?
87,4,3,13,0,0,?
51,1,2,2,0,0,?
20,0,0,0,0,0,?
182,13,10,44,0,7,?
40,0,1,0,0,0,?
97,6,8,17,0,5,?
127,14,9,30,0,4,?
20,0,0,0,0,0,?
